帧号,时间(秒),状态,置信度
1122,56.1,open,1.0
1123,56.15,open,1.0
1124,56.2,open,1.0
1125,56.25,open,1.0
1126,56.3,open,1.0
1127,56.35,open,1.0
1128,56.4,open,1.0
1129,56.45,open,1.0
1130,56.5,open,1.0
1131,56.55,open,1.0
1132,56.6,open,1.0
1133,56.65,open,1.0
1134,56.7,open,1.0
1135,56.75,open,1.0
1136,56.8,open,1.0
1137,56.85,open,1.0
1138,56.9,open,1.0
1139,56.95,open,1.0
1140,57.0,open,1.0
1141,57.05,open,1.0
1142,57.1,open,1.0
1143,57.15,open,1.0
1144,57.2,open,1.0
1145,57.25,open,1.0
1146,57.3,open,1.0
1147,57.35,open,1.0
1148,57.4,open,1.0
1149,57.45,open,1.0
1150,57.5,open,1.0
1151,57.55,open,1.0
1152,57.6,open,1.0
1153,57.65,open,1.0
1154,57.7,open,1.0
1155,57.75,open,1.0
1156,57.8,open,1.0
1157,57.85,open,1.0
1158,57.9,open,1.0
1159,57.95,open,1.0
1160,58.0,open,1.0
1161,58.05,open,1.0
1162,58.1,open,1.0
1163,58.15,open,1.0
1164,58.2,open,1.0
1165,58.25,open,1.0
1166,58.3,open,1.0
1167,58.35,open,1.0
1168,58.4,open,1.0
1169,58.45,open,1.0
1170,58.5,open,1.0
1171,58.55,open,1.0
1172,58.6,open,1.0
1173,58.65,open,1.0
1174,58.7,open,1.0
1175,58.75,open,1.0
1176,58.8,open,1.0
1177,58.85,open,1.0
1178,58.9,open,1.0
1179,58.95,open,1.0
1180,59.0,open,1.0
1181,59.05,open,1.0
1182,59.1,open,1.0
1183,59.15,open,1.0
1184,59.2,open,1.0
1185,59.25,open,1.0
1186,59.3,open,1.0
1187,59.35,open,1.0
1188,59.4,open,1.0
1189,59.45,open,1.0
1190,59.5,open,1.0
1191,59.55,open,1.0
1192,59.6,open,1.0
1193,59.65,open,1.0
1194,59.7,open,1.0
1195,59.75,open,1.0
1196,59.8,open,1.0
1197,59.85,open,1.0
1198,59.9,open,1.0
1199,59.95,open,1.0
1200,60.0,open,1.0
1201,60.05,open,1.0
1202,60.1,open,1.0
1203,60.15,open,1.0
1204,60.2,open,1.0
1205,60.25,open,1.0
1206,60.3,open,1.0
1207,60.35,open,1.0
1208,60.4,open,1.0
1209,60.45,open,1.0
1210,60.5,open,1.0
1211,60.55,open,1.0
1212,60.6,open,1.0
1213,60.65,open,1.0
1214,60.7,open,1.0
1215,60.75,open,1.0
1216,60.8,open,1.0
1217,60.85,open,1.0
1218,60.9,open,1.0
1219,60.95,open,0.997
1220,61.0,close,0.9506
1221,61.05,open,0.9958
1222,61.1,open,0.9999
1223,61.15,open,1.0
1224,61.2,open,1.0
1225,61.25,open,1.0
1226,61.3,open,1.0
1227,61.35,open,1.0
1228,61.4,open,1.0
1229,61.45,open,1.0
1230,61.5,open,1.0
1231,61.55,open,1.0
1232,61.6,open,1.0
1233,61.65,open,1.0
1234,61.7,open,1.0
1235,61.75,open,1.0
1236,61.8,open,1.0
1237,61.85,open,1.0
1238,61.9,open,1.0
1239,61.95,open,1.0
1240,62.0,open,1.0
1241,62.05,open,1.0
1242,62.1,open,1.0
1243,62.15,open,1.0
1244,62.2,open,1.0
1245,62.25,open,1.0
1246,62.3,open,1.0
1247,62.35,open,1.0
1248,62.4,open,1.0
1249,62.45,open,1.0
1250,62.5,open,1.0
1251,62.55,open,1.0
1252,62.6,open,1.0
1253,62.65,open,1.0
1254,62.7,open,1.0
1255,62.75,open,1.0
1256,62.8,open,1.0
1257,62.85,open,1.0
1258,62.9,open,1.0
1259,62.95,open,1.0
1260,63.0,open,1.0
1261,63.05,open,1.0
1262,63.1,open,1.0
1263,63.15,open,1.0
1264,63.2,open,1.0
1265,63.25,open,1.0
1266,63.3,open,0.9999
1267,63.35,open,1.0
1268,63.4,open,1.0
1269,63.45,open,1.0
1270,63.5,open,1.0
1271,63.55,open,1.0
1272,63.6,open,1.0
1273,63.65,open,1.0
1274,63.7,open,1.0
1275,63.75,open,1.0
1276,63.8,open,1.0
1277,63.85,open,1.0
1278,63.9,open,1.0
1279,63.95,open,1.0
1280,64.0,open,1.0
1281,64.05,open,1.0
1282,64.1,open,1.0
1283,64.15,open,1.0
1284,64.2,open,1.0
1285,64.25,open,1.0
1286,64.3,open,1.0
1287,64.35,open,1.0
1288,64.4,open,1.0
1289,64.45,open,1.0
1290,64.5,open,1.0
1291,64.55,open,1.0
1292,64.6,open,1.0
1293,64.65,open,1.0
1294,64.7,open,1.0
1295,64.75,open,1.0
1296,64.8,open,1.0
1297,64.85,open,1.0
1298,64.9,open,1.0
1299,64.95,open,1.0
1300,65.0,open,1.0
1301,65.05,open,1.0
1302,65.1,open,1.0
1303,65.15,open,1.0
1304,65.2,open,1.0
1305,65.25,open,1.0
1306,65.3,open,1.0
1307,65.35,open,1.0
1308,65.4,open,1.0
1309,65.45,open,1.0
1310,65.5,open,1.0
1311,65.55,open,1.0
1312,65.6,open,1.0
1313,65.65,open,1.0
1314,65.7,open,1.0
1315,65.75,open,1.0
1316,65.8,open,1.0
1317,65.85,open,1.0
1318,65.9,open,1.0
1319,65.95,open,1.0
1320,66.0,open,1.0
1321,66.05,open,1.0
1322,66.1,open,1.0
1323,66.15,open,1.0
1324,66.2,open,1.0
1325,66.25,open,1.0
1326,66.3,open,1.0
1327,66.35,open,1.0
1328,66.4,open,1.0
1329,66.45,open,1.0
1330,66.5,open,1.0
1331,66.55,open,1.0
1332,66.6,open,1.0
1333,66.65,open,1.0
1334,66.7,open,1.0
1335,66.75,open,1.0
1336,66.8,open,1.0
1337,66.85,open,1.0
1338,66.9,open,1.0
1339,66.95,open,1.0
1340,67.0,open,1.0
1341,67.05,open,1.0
1342,67.1,open,1.0
1343,67.15,open,1.0
1344,67.2,open,1.0
1345,67.25,open,1.0
1346,67.3,open,1.0
1347,67.35,open,1.0
1348,67.4,open,1.0
1349,67.45,open,1.0
1350,67.5,open,1.0
1351,67.55,open,1.0
1352,67.6,open,1.0
1353,67.65,open,1.0
1354,67.7,open,1.0
1355,67.75,open,1.0
1356,67.8,open,1.0
1357,67.85,open,1.0
1358,67.9,open,1.0
1359,67.95,open,1.0
1360,68.0,open,1.0
1361,68.05,open,1.0
1362,68.1,open,1.0
1363,68.15,open,1.0
1364,68.2,open,1.0
1365,68.25,open,1.0
1366,68.3,open,1.0
1367,68.35,open,1.0
1368,68.4,open,0.9999
1369,68.45,open,1.0
1370,68.5,open,1.0
1371,68.55,open,1.0
1372,68.6,open,1.0
1373,68.65,open,1.0
1374,68.7,open,1.0
1375,68.75,open,1.0
1376,68.8,open,1.0
1377,68.85,open,1.0
1378,68.9,open,1.0
1379,68.95,open,1.0
1380,69.0,open,1.0
1381,69.05,open,1.0
1382,69.1,open,1.0
1383,69.15,open,1.0
1384,69.2,open,1.0
1385,69.25,open,1.0
1386,69.3,open,1.0
1387,69.35,open,1.0
1388,69.4,open,1.0
1389,69.45,open,1.0
1390,69.5,open,1.0
1391,69.55,open,1.0
1392,69.6,open,1.0
1393,69.65,open,1.0
1394,69.7,open,1.0
1395,69.75,open,1.0
1396,69.8,open,1.0
1397,69.85,open,1.0
1398,69.9,open,0.9999
1399,69.95,close,0.9327
1400,70.0,close,0.9987
1401,70.05,close,0.9984
1402,70.1,open,0.9858
1403,70.15,open,1.0
1404,70.2,open,1.0
1405,70.25,open,1.0
1406,70.3,open,1.0
1407,70.35,open,1.0
1408,70.4,open,1.0
1409,70.45,open,1.0
1410,70.5,open,1.0
1411,70.55,open,1.0
1412,70.6,open,1.0
1413,70.65,open,1.0
1414,70.7,open,1.0
1415,70.75,open,1.0
1416,70.8,open,1.0
1417,70.85,open,1.0
1418,70.9,open,1.0
1419,70.95,open,0.9999
1420,71.0,close,0.963
1421,71.05,close,0.9218
1422,71.1,open,0.9992
1423,71.15,open,1.0
1424,71.2,open,1.0
1425,71.25,open,1.0
1426,71.3,open,1.0
1427,71.35,open,1.0
1428,71.4,open,1.0
1429,71.45,open,1.0
1430,71.5,open,1.0
1431,71.55,open,1.0
1432,71.6,open,1.0
1433,71.65,open,1.0
1434,71.7,open,1.0
1435,71.75,open,1.0
1436,71.8,open,1.0
1437,71.85,open,1.0
1438,71.9,open,1.0
1439,71.95,open,1.0
1440,72.0,open,1.0
1441,72.05,open,1.0
1442,72.1,open,1.0
1443,72.15,open,1.0
1444,72.2,open,1.0
1445,72.25,open,1.0
1446,72.3,open,1.0
1447,72.35,open,1.0
1448,72.4,open,0.9999
1449,72.45,close,0.8244
1450,72.5,close,0.9973
1451,72.55,close,0.9967
1452,72.6,close,0.9945
1453,72.65,close,0.9915
1454,72.7,close,0.9906
1455,72.75,close,0.9889
1456,72.8,close,0.8544
1457,72.85,open,0.9996
1458,72.9,open,1.0
1459,72.95,open,1.0
1460,73.0,open,1.0
1461,73.05,open,1.0
1462,73.1,open,1.0
1463,73.15,open,1.0
1464,73.2,open,1.0
1465,73.25,open,1.0
1466,73.3,open,1.0
1467,73.35,open,1.0
1468,73.4,open,1.0
1469,73.45,open,1.0
1470,73.5,open,1.0
1471,73.55,open,1.0
1472,73.6,open,1.0
1473,73.65,open,1.0
1474,73.7,open,1.0
1475,73.75,open,1.0
1476,73.8,open,1.0
1477,73.85,open,1.0
1478,73.9,open,1.0
1479,73.95,open,1.0
1480,74.0,open,1.0
1481,74.05,open,0.9999
1482,74.1,close,0.9215
1483,74.15,close,0.9929
1484,74.2,open,0.8329
1485,74.25,open,0.9995
1486,74.3,open,0.9999
1487,74.35,open,1.0
1488,74.4,open,1.0
1489,74.45,open,1.0
1490,74.5,open,1.0
1491,74.55,open,1.0
1492,74.6,open,1.0
1493,74.65,open,1.0
1494,74.7,open,1.0
1495,74.75,open,1.0
1496,74.8,open,1.0
1497,74.85,open,1.0
1498,74.9,open,1.0
1499,74.95,open,1.0
1500,75.0,open,1.0
1501,75.05,open,1.0
1502,75.1,open,1.0
1503,75.15,open,1.0
1504,75.2,open,1.0
1505,75.25,open,1.0
1506,75.3,open,1.0
1507,75.35,open,1.0
1508,75.4,open,1.0
1509,75.45,open,0.9999
1510,75.5,open,0.9999
1511,75.55,open,0.9866
1512,75.6,close,0.9978
1513,75.65,close,0.9894
1514,75.7,open,0.9674
1515,75.75,open,0.9996
1516,75.8,open,1.0
1517,75.85,open,1.0
1518,75.9,open,1.0
1519,75.95,open,1.0
1520,76.0,open,1.0
1521,76.05,open,1.0
1522,76.1,open,1.0
1523,76.15,open,1.0
1524,76.2,open,1.0
1525,76.25,open,1.0
1526,76.3,open,1.0
1527,76.35,open,1.0
1528,76.4,open,1.0
1529,76.45,open,1.0
1530,76.5,open,1.0
1531,76.55,open,1.0
1532,76.6,open,1.0
1533,76.65,open,1.0
1534,76.7,open,1.0
1535,76.75,open,1.0
1536,76.8,open,1.0
1537,76.85,open,1.0
1538,76.9,open,1.0
1539,76.95,open,1.0
1540,77.0,open,1.0
1541,77.05,open,1.0
1542,77.1,open,1.0
1543,77.15,open,1.0
1544,77.2,open,1.0
1545,77.25,open,1.0
1546,77.3,open,1.0
1547,77.35,open,1.0
1548,77.4,open,1.0
1549,77.45,open,1.0
1550,77.5,open,1.0
1551,77.55,open,1.0
1552,77.6,open,1.0
1553,77.65,open,1.0
1554,77.7,open,1.0
1555,77.75,open,1.0
1556,77.8,open,1.0
1557,77.85,open,1.0
1558,77.9,open,1.0
1559,77.95,open,1.0
1560,78.0,open,1.0
1561,78.05,open,1.0
1562,78.1,open,1.0
1563,78.15,open,1.0
1564,78.2,open,1.0
1565,78.25,open,1.0
1566,78.3,open,1.0
1567,78.35,open,1.0
1568,78.4,open,1.0
1569,78.45,open,1.0
1570,78.5,open,1.0
1571,78.55,open,1.0
1572,78.6,open,1.0
1573,78.65,open,1.0
1574,78.7,close,0.9811
1575,78.75,close,0.9978
1576,78.8,close,0.9969
1577,78.85,close,0.997
1578,78.9,close,0.9945
1579,78.95,close,0.9952
1580,79.0,close,0.9936
1581,79.05,close,0.9936
1582,79.1,open,0.9939
1583,79.15,open,0.9999
1584,79.2,open,1.0
1585,79.25,open,1.0
1586,79.3,open,1.0
1587,79.35,open,1.0
1588,79.4,open,1.0
1589,79.45,open,1.0
1590,79.5,open,1.0
1591,79.55,open,1.0
1592,79.6,open,1.0
1593,79.65,open,1.0
1594,79.7,open,1.0
1595,79.75,open,1.0
1596,79.8,open,1.0
1597,79.85,open,1.0
1598,79.9,open,1.0
1599,79.95,open,1.0
1600,80.0,open,1.0
1601,80.05,open,1.0
1602,80.1,open,1.0
1603,80.15,open,1.0
1604,80.2,open,1.0
1605,80.25,open,1.0
1606,80.3,open,1.0
1607,80.35,open,1.0
1608,80.4,open,1.0
1609,80.45,open,1.0
1610,80.5,open,1.0
1611,80.55,open,1.0
1612,80.6,open,1.0
1613,80.65,open,1.0
1614,80.7,open,1.0
1615,80.75,open,1.0
1616,80.8,open,1.0
1617,80.85,open,1.0
1618,80.9,open,1.0
1619,80.95,open,1.0
1620,81.0,open,1.0
1621,81.05,open,1.0
1622,81.1,open,1.0
1623,81.15,open,1.0
1624,81.2,open,1.0
1625,81.25,open,1.0
1626,81.3,open,1.0
1627,81.35,open,1.0
1628,81.4,open,1.0
1629,81.45,open,1.0
1630,81.5,open,1.0
1631,81.55,open,1.0
1632,81.6,open,1.0
1633,81.65,open,1.0
1634,81.7,open,1.0
1635,81.75,open,1.0
1636,81.8,open,1.0
1637,81.85,open,1.0
1638,81.9,open,1.0
1639,81.95,open,1.0
1640,82.0,open,1.0
1641,82.05,open,1.0
1642,82.1,open,1.0
1643,82.15,open,1.0
1644,82.2,open,1.0
1645,82.25,open,1.0
1646,82.3,open,1.0
1647,82.35,open,1.0
1648,82.4,open,1.0
1649,82.45,open,1.0
1650,82.5,open,1.0
1651,82.55,open,1.0
1652,82.6,open,1.0
1653,82.65,open,1.0
1654,82.7,open,1.0
1655,82.75,open,1.0
1656,82.8,open,1.0
1657,82.85,open,1.0
1658,82.9,open,1.0
1659,82.95,open,1.0
1660,83.0,open,1.0
1661,83.05,open,1.0
1662,83.1,open,1.0
1663,83.15,open,1.0
1664,83.2,open,1.0
1665,83.25,open,1.0
1666,83.3,open,1.0
1667,83.35,open,1.0
1668,83.4,open,1.0
1669,83.45,open,1.0
1670,83.5,open,1.0
1671,83.55,open,1.0
1672,83.6,open,1.0
1673,83.65,open,1.0
1674,83.7,open,1.0
1675,83.75,open,1.0
1676,83.8,open,0.9994
1677,83.85,open,0.9996
1678,83.9,open,0.9998
1679,83.95,open,0.9998
1680,84.0,open,0.9998
1681,84.05,open,0.9999
1682,84.1,open,0.9998
1683,84.15,open,0.9999
1684,84.2,open,0.9998
1685,84.25,open,0.9998
1686,84.3,open,0.9999
1687,84.35,open,1.0
1688,84.4,open,1.0
1689,84.45,open,1.0
1690,84.5,open,1.0
1691,84.55,open,1.0
1692,84.6,open,1.0
1693,84.65,open,1.0
1694,84.7,open,1.0
1695,84.75,open,1.0
1696,84.8,open,1.0
1697,84.85,open,1.0
1698,84.9,open,1.0
1699,84.95,open,1.0
1700,85.0,open,1.0
1701,85.05,open,1.0
1702,85.1,open,1.0
1703,85.15,open,1.0
1704,85.2,open,1.0
1705,85.25,open,1.0
1706,85.3,open,1.0
1707,85.35,open,1.0
1708,85.4,open,1.0
1709,85.45,open,1.0
1710,85.5,open,1.0
1711,85.55,open,1.0
1712,85.6,open,1.0
1713,85.65,open,1.0
1714,85.7,open,1.0
1715,85.75,open,1.0
1716,85.8,open,1.0
1717,85.85,open,1.0
1718,85.9,open,1.0
1719,85.95,open,1.0
1720,86.0,open,1.0
1721,86.05,open,1.0
1722,86.1,open,1.0
1723,86.15,open,1.0
1724,86.2,open,1.0
1725,86.25,open,1.0
1726,86.3,open,1.0
1727,86.35,open,1.0
1728,86.4,open,1.0
1729,86.45,open,1.0
1730,86.5,open,1.0
1731,86.55,open,1.0
1732,86.6,open,1.0
1733,86.65,open,1.0
1734,86.7,open,1.0
1735,86.75,open,1.0
1736,86.8,open,1.0
1737,86.85,open,1.0
1738,86.9,open,1.0
1739,86.95,open,1.0
1740,87.0,open,1.0
1741,87.05,open,1.0
1742,87.1,open,1.0
1743,87.15,open,1.0
1744,87.2,open,1.0
1745,87.25,open,1.0
1746,87.3,open,1.0
1747,87.35,open,1.0
1748,87.4,open,1.0
1749,87.45,open,1.0
1750,87.5,open,1.0
1751,87.55,open,1.0
1752,87.6,open,1.0
1753,87.65,open,1.0
1754,87.7,open,1.0
1755,87.75,open,1.0
1756,87.8,open,1.0
1757,87.85,open,1.0
1758,87.9,open,1.0
1759,87.95,open,1.0
1760,88.0,open,1.0
1761,88.05,close,0.9581
1762,88.1,close,0.9945
1763,88.15,open,0.9437
1764,88.2,open,0.9999
1765,88.25,open,1.0
1766,88.3,open,1.0
1767,88.35,open,1.0
1768,88.4,open,1.0
1769,88.45,open,1.0
1770,88.5,open,1.0
1771,88.55,open,1.0
1772,88.6,open,1.0
1773,88.65,open,1.0
1774,88.7,open,1.0
1775,88.75,open,1.0
1776,88.8,open,1.0
1777,88.85,open,1.0
1778,88.9,open,1.0
1779,88.95,open,1.0
1780,89.0,open,1.0
1781,89.05,open,1.0
1782,89.1,open,1.0
1783,89.15,open,1.0
1784,89.2,open,1.0
1785,89.25,open,1.0
1786,89.3,open,1.0
1787,89.35,open,1.0
1788,89.4,open,1.0
1789,89.45,open,1.0
1790,89.5,open,1.0
1791,89.55,open,1.0
1792,89.6,open,1.0
1793,89.65,open,0.9842
1794,89.7,close,0.9958
1795,89.75,close,0.9979
1796,89.8,close,0.9983
1797,89.85,close,0.998
1798,89.9,close,0.9964
1799,89.95,close,0.9957
1800,90.0,close,0.9817
1801,90.05,open,0.9989
1802,90.1,open,0.9999
1803,90.15,open,1.0
1804,90.2,open,1.0
1805,90.25,open,1.0
1806,90.3,open,1.0
1807,90.35,open,1.0
1808,90.4,open,1.0
1809,90.45,open,1.0
1810,90.5,open,1.0
1811,90.55,open,1.0
1812,90.6,open,1.0
1813,90.65,open,1.0
1814,90.7,open,1.0
1815,90.75,open,1.0
1816,90.8,open,1.0
1817,90.85,open,1.0
1818,90.9,open,1.0
1819,90.95,open,1.0
1820,91.0,open,1.0
1821,91.05,open,1.0
1822,91.1,open,1.0
1823,91.15,open,1.0
1824,91.2,open,1.0
1825,91.25,open,1.0
1826,91.3,open,1.0
1827,91.35,open,0.9999
1828,91.4,open,0.9999
1829,91.45,open,0.9999
1830,91.5,open,0.9999
1831,91.55,open,0.9999
1832,91.6,open,0.9999
1833,91.65,open,0.9999
1834,91.7,open,0.9999
1835,91.75,open,0.9999
1836,91.8,open,1.0
1837,91.85,open,0.9999
1838,91.9,open,0.9999
1839,91.95,open,0.9999
1840,92.0,open,0.9999
1841,92.05,open,0.9999
1842,92.1,open,0.9999
1843,92.15,open,0.9999
1844,92.2,open,1.0
1845,92.25,open,1.0
1846,92.3,open,1.0
1847,92.35,open,1.0
1848,92.4,open,1.0
1849,92.45,open,1.0
1850,92.5,open,1.0
1851,92.55,open,1.0
1852,92.6,open,1.0
1853,92.65,open,1.0
1854,92.7,open,1.0
1855,92.75,open,1.0
1856,92.8,open,1.0
1857,92.85,open,1.0
1858,92.9,open,1.0
1859,92.95,open,1.0
1860,93.0,open,1.0
1861,93.05,open,1.0
1862,93.1,open,1.0
1863,93.15,open,1.0
1864,93.2,open,1.0
1865,93.25,open,1.0
1866,93.3,open,1.0
1867,93.35,open,0.9999
1868,93.4,open,0.9999
1869,93.45,open,0.9999
1870,93.5,open,1.0
1871,93.55,open,1.0
1872,93.6,open,1.0
1873,93.65,open,1.0
1874,93.7,open,1.0
1875,93.75,open,1.0
1876,93.8,open,1.0
1877,93.85,open,1.0
1878,93.9,open,1.0
1879,93.95,open,1.0
1880,94.0,open,1.0
1881,94.05,open,1.0
1882,94.1,open,1.0
1883,94.15,open,1.0
1884,94.2,open,1.0
1885,94.25,open,1.0
1886,94.3,open,1.0
1887,94.35,open,1.0
1888,94.4,open,0.9999
1889,94.45,open,0.9999
1890,94.5,open,0.9999
1891,94.55,open,0.9999
1892,94.6,open,0.9999
1893,94.65,open,0.9999
1894,94.7,open,1.0
1895,94.75,open,1.0
1896,94.8,open,1.0
1897,94.85,open,1.0
1898,94.9,open,1.0
1899,94.95,open,1.0
1900,95.0,open,1.0
1901,95.05,open,1.0
1902,95.1,open,1.0
1903,95.15,open,1.0
1904,95.2,open,1.0
1905,95.25,open,1.0
1906,95.3,open,1.0
1907,95.35,open,1.0
1908,95.4,open,1.0
1909,95.45,open,1.0
1910,95.5,open,1.0
1911,95.55,open,1.0
1912,95.6,open,1.0
1913,95.65,open,1.0
1914,95.7,open,1.0
1915,95.75,open,1.0
1916,95.8,open,1.0
1917,95.85,open,1.0
1918,95.9,open,1.0
1919,95.95,open,1.0
1920,96.0,open,1.0
1921,96.05,open,1.0
1922,96.1,open,1.0
1923,96.15,open,1.0
1924,96.2,open,1.0
1925,96.25,open,1.0
1926,96.3,open,1.0
1927,96.35,open,1.0
1928,96.4,open,1.0
1929,96.45,open,0.9999
1930,96.5,open,0.9999
1931,96.55,open,0.9999
1932,96.6,open,1.0
1933,96.65,open,1.0
1934,96.7,open,1.0
1935,96.75,open,1.0
1936,96.8,open,1.0
1937,96.85,open,1.0
1938,96.9,open,1.0
1939,96.95,open,1.0
1940,97.0,open,1.0
1941,97.05,open,1.0
1942,97.1,open,1.0
1943,97.15,open,1.0
1944,97.2,open,1.0
1945,97.25,open,1.0
1946,97.3,open,1.0
1947,97.35,open,1.0
1948,97.4,open,1.0
1949,97.45,open,1.0
1950,97.5,open,1.0
1951,97.55,open,1.0
1952,97.6,open,1.0
1953,97.65,open,1.0
1954,97.7,open,1.0
1955,97.75,open,1.0
1956,97.8,open,1.0
1957,97.85,open,1.0
1958,97.9,open,1.0
1959,97.95,open,1.0
1960,98.0,open,1.0
1961,98.05,open,1.0
1962,98.1,open,1.0
1963,98.15,open,1.0
1964,98.2,open,1.0
1965,98.25,open,1.0
1966,98.3,open,1.0
1967,98.35,open,1.0
1968,98.4,open,1.0
1969,98.45,open,1.0
1970,98.5,open,1.0
1971,98.55,open,1.0
1972,98.6,open,1.0
1973,98.65,open,1.0
1974,98.7,open,1.0
1975,98.75,open,1.0
1976,98.8,open,1.0
1977,98.85,open,1.0
1978,98.9,open,1.0
1979,98.95,open,1.0
1980,99.0,open,1.0
1981,99.05,open,1.0
1982,99.1,open,1.0
1983,99.15,open,1.0
1984,99.2,open,1.0
1985,99.25,open,1.0
1986,99.3,open,1.0
1987,99.35,open,1.0
1988,99.4,open,1.0
1989,99.45,open,1.0
1990,99.5,open,1.0
1991,99.55,open,1.0
1992,99.6,open,1.0
1993,99.65,open,1.0
1994,99.7,open,1.0
1995,99.75,open,1.0
1996,99.8,open,1.0
1997,99.85,open,1.0
1998,99.9,open,1.0
1999,99.95,open,1.0
2000,100.0,open,1.0
2001,100.05,open,1.0
2002,100.1,open,1.0
2003,100.15,open,1.0
2004,100.2,open,1.0
2005,100.25,open,1.0
2006,100.3,open,1.0
2007,100.35,open,1.0
2008,100.4,open,1.0
2009,100.45,open,1.0
2010,100.5,open,1.0
2011,100.55,open,1.0
2012,100.6,open,1.0
2013,100.65,open,1.0
2014,100.7,open,1.0
2015,100.75,open,1.0
2016,100.8,open,1.0
2017,100.85,open,1.0
2018,100.9,open,1.0
2019,100.95,open,1.0
2020,101.0,open,1.0
2021,101.05,open,1.0
2022,101.1,open,1.0
2023,101.15,open,1.0
2024,101.2,open,1.0
2025,101.25,open,1.0
2026,101.3,open,1.0
2027,101.35,open,1.0
2028,101.4,open,1.0
2029,101.45,open,1.0
2030,101.5,open,1.0
2031,101.55,open,1.0
2032,101.6,open,1.0
2033,101.65,open,1.0
2034,101.7,open,1.0
2035,101.75,open,1.0
2036,101.8,open,1.0
2037,101.85,open,1.0
2038,101.9,open,1.0
2039,101.95,open,1.0
2040,102.0,open,1.0
2041,102.05,open,1.0
2042,102.1,open,1.0
2043,102.15,open,1.0
2044,102.2,open,1.0
2045,102.25,open,1.0
2046,102.3,open,1.0
2047,102.35,open,1.0
2048,102.4,open,1.0
2049,102.45,open,1.0
2050,102.5,open,1.0
2051,102.55,open,1.0
2052,102.6,open,1.0
2053,102.65,open,1.0
2054,102.7,open,1.0
2055,102.75,open,1.0
2056,102.8,open,1.0
2057,102.85,open,1.0
2058,102.9,open,1.0
2059,102.95,open,1.0
2060,103.0,open,1.0
2061,103.05,open,1.0
2062,103.1,open,1.0
2063,103.15,open,1.0
2064,103.2,open,1.0
2065,103.25,open,1.0
2066,103.3,open,0.9999
2067,103.35,open,1.0
2068,103.4,open,1.0
2069,103.45,open,1.0
2070,103.5,open,1.0
2071,103.55,open,1.0
2072,103.6,open,0.9999
2073,103.65,close,0.9939
2074,103.7,open,0.9493
2075,103.75,open,1.0
2076,103.8,open,1.0
2077,103.85,open,1.0
2078,103.9,open,1.0
2079,103.95,open,1.0
2080,104.0,open,1.0
2081,104.05,open,1.0
2082,104.1,close,0.905
2083,104.15,close,0.9957
2084,104.2,open,0.9749
2085,104.25,open,1.0
2086,104.3,open,1.0
2087,104.35,open,1.0
2088,104.4,open,1.0
2089,104.45,open,1.0
2090,104.5,open,1.0
2091,104.55,open,1.0
2092,104.6,open,1.0
2093,104.65,open,1.0
2094,104.7,open,1.0
2095,104.75,open,1.0
2096,104.8,open,1.0
2097,104.85,open,1.0
2098,104.9,open,1.0
2099,104.95,open,1.0
2100,105.0,open,1.0
2101,105.05,open,1.0
2102,105.1,open,1.0
2103,105.15,open,1.0
2104,105.2,open,1.0
2105,105.25,open,1.0
2106,105.3,open,1.0
2107,105.35,open,1.0
2108,105.4,open,1.0
2109,105.45,open,1.0
2110,105.5,open,1.0
2111,105.55,open,1.0
2112,105.6,open,1.0
2113,105.65,open,1.0
2114,105.7,open,1.0
2115,105.75,open,1.0
2116,105.8,open,1.0
2117,105.85,open,1.0
2118,105.9,open,1.0
2119,105.95,open,1.0
2120,106.0,open,1.0
2121,106.05,open,1.0
2122,106.1,open,1.0
2123,106.15,open,1.0
2124,106.2,open,1.0
2125,106.25,open,1.0
2126,106.3,open,1.0
2127,106.35,open,1.0
2128,106.4,open,1.0
2129,106.45,open,1.0
2130,106.5,open,1.0
2131,106.55,open,1.0
2132,106.6,open,1.0
2133,106.65,open,1.0
2134,106.7,open,1.0
2135,106.75,open,1.0
2136,106.8,open,1.0
2137,106.85,open,1.0
2138,106.9,open,1.0
2139,106.95,open,1.0
2140,107.0,open,1.0
2141,107.05,open,1.0
2142,107.1,open,1.0
2143,107.15,open,1.0
2144,107.2,open,1.0
2145,107.25,open,1.0
2146,107.3,open,1.0
2147,107.35,open,1.0
2148,107.4,open,1.0
2149,107.45,open,0.8104
2150,107.5,open,0.9961
2151,107.55,open,1.0
2152,107.6,open,1.0
2153,107.65,open,1.0
2154,107.7,open,1.0
2155,107.75,open,1.0
2156,107.8,open,1.0
2157,107.85,open,1.0
2158,107.9,open,0.9999
2159,107.95,open,0.9999
2160,108.0,open,0.9999
2161,108.05,open,0.9999
2162,108.1,open,1.0
2163,108.15,open,1.0
2164,108.2,open,1.0
2165,108.25,open,1.0
2166,108.3,open,1.0
2167,108.35,open,1.0
2168,108.4,open,1.0
2169,108.45,open,1.0
2170,108.5,open,1.0
2171,108.55,open,1.0
